id,name,full_name,club,club_slug,nationality,birth_date,height_cm,position,cost,rarity,is_starter,image_url,rb,a,rc,d,rg,v,pc,pl,pa,dl,rm,rf,co,zone_grid
361254-2526,MIR,Rafa Mir,Elche CF,elc,Spain,1997-06-18,191,FW,6,comun,false,https://assets.virtuafc.com/players/825754.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
198008-2526,SILVA,André Silva,Elche CF,elc,Portugal,1995-11-06,186,FW,5,comun,false,https://assets.virtuafc.com/players/190159.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
284430-2526,ESCANDELL,Aarón Escandell,Real Oviedo,ovi,Spain,1995-09-27,184,GK,6,comun,true,https://assets.virtuafc.com/players/368922.webp,,,,,,,,,,,,2,2,
525438-2526,MOLDOVAN,Horațiu Moldovan,Real Oviedo,ovi,Romania,1998-01-20,186,GK,5,comun,false,https://assets.virtuafc.com/players/857065.webp,,,,,,,,,,,,2,2,
498237-2526,CARMO,David Carmo,Real Oviedo,ovi,Angola,1999-07-19,196,DF,6,comun,false,https://assets.virtuafc.com/players/892235.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
286384-2526,BAILLY,Eric Bailly,Real Oviedo,ovi,Cote d'Ivoire,1994-04-12,187,DF,5,comun,false,https://assets.virtuafc.com/players/606346.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
276111-2526,COSTAS,David Costas,Real Oviedo,ovi,Spain,1995-03-26,184,DF,5,comun,false,https://assets.virtuafc.com/players/345333.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
326416-2526,CALVO,Dani Calvo,Real Oviedo,ovi,Spain,1994-04-01,193,DF,4,comun,false,https://assets.virtuafc.com/players/560756.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
568158-2526,LÓPEZ,Javi López,Real Oviedo,ovi,Spain,2002-03-25,183,DF,6,comun,false,https://assets.virtuafc.com/players/945404.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
929899-2526,ALHASSANE,Rahim Alhassane,Real Oviedo,ovi,Niger,2002-01-01,184,DF,5,comun,true,,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
216870-2526,VIDAL,Nacho Vidal,Real Oviedo,ovi,Spain,1995-01-24,180,DF,5,comun,false,https://assets.virtuafc.com/players/844752.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
349884-2526,AHIJADO,Lucas Ahijado,Real Oviedo,ovi,Spain,1995-01-30,174,DF,4,comun,false,https://assets.virtuafc.com/players/597876.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
395122-2526,COLOMBATTO,Santiago Colombatto,Real Oviedo,ovi,Argentina,1997-01-17,178,MF,5,comun,false,https://assets.virtuafc.com/players/822379.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
168157-2526,DENDONCKER,Leander Dendoncker,Real Oviedo,ovi,Belgium,1995-04-15,188,MF,6,comun,false,https://assets.virtuafc.com/players/190405.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
462070-2526,FONSECA,Nicolás Fonseca,Real Oviedo,ovi,Uruguay,1998-10-19,181,MF,5,comun,false,https://assets.virtuafc.com/players/944629.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
603696-2526,REINA,Alberto Reina,Real Oviedo,ovi,Spain,1997-11-19,179,MF,5,comun,false,https://assets.virtuafc.com/players/882475.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
538006-2526,SIBO,Kwasi Sibo,Real Oviedo,ovi,Ghana,1998-06-24,183,MF,4,comun,false,https://assets.virtuafc.com/players/905639.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
15799-2526,CAZORLA,Santi Cazorla,Real Oviedo,ovi,Spain,1984-12-13,168,MF,4,comun,false,https://assets.virtuafc.com/players/17651.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
429790-2526,ILIC,Luka Ilic,Real Oviedo,ovi,Serbia,1999-07-02,185,MF,4,comun,false,https://assets.virtuafc.com/players/885664.webp,,,,1,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1081496-2526,AGUDÍN,Pablo Agudín,Real Oviedo,ovi,Spain,2007-11-08,178,MF,3,comun,false,https://assets.virtuafc.com/players/1587199.webp,,,,1,2,,2,1,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1127730-2526,FERNÁNDEZ,Thiago Fernández,Real Oviedo,ovi,Argentina,2004-04-03,175,FW,6,comun,true,https://assets.virtuafc.com/players/1201412.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
593412-2526,CHAIRA,Ilyas Chaira,Real Oviedo,ovi,Morocco,2001-02-02,179,FW,5,comun,false,https://assets.virtuafc.com/players/1008037.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
337284-2526,EJARIA,Ovie Ejaria,Real Oviedo,ovi,England,1997-11-18,188,FW,3,comun,false,,,,,2,2,2,1,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
620164-2526,HASSAN,Haissem Hassan,Real Oviedo,ovi,Egypt,2002-02-08,175,FW,5,comun,false,https://assets.virtuafc.com/players/942836.webp,,,,2,2,2,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
578419-2526,VIÑAS,Federico Viñas,Real Oviedo,ovi,Uruguay,1998-06-30,182,FW,5,comun,false,https://assets.virtuafc.com/players/976104.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
743951-2526,BORBAS,Thiago Borbas,Real Oviedo,ovi,Uruguay,2002-04-07,186,FW,5,comun,false,https://assets.virtuafc.com/players/1018547.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
709380-2526,FORÉS,Álex Forés,Real Oviedo,ovi,Spain,2001-04-12,179,FW,3,comun,false,https://assets.virtuafc.com/players/1086128.webp,,,2,2,,1,,,,1,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
128969-2526,RYAN,Mathew Ryan,Levante UD,lev,Australia,1992-04-08,184,GK,6,comun,false,https://assets.virtuafc.com/players/134029.webp,,,,,,,,,,,,3,2,
617059-2526,CAMPOS,Pablo Campos,Levante UD,lev,Spain,2002-04-28,188,GK,5,comun,false,https://assets.virtuafc.com/players/2660173.webp,,,,,,,,,,,,2,2,
1144700-2526,MORENO,Matías Moreno,Levante UD,lev,Argentina,2003-09-24,193,DF,5,comun,true,https://assets.virtuafc.com/players/1496360.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
861981-2526,MATTURRO,Alan Matturro,Levante UD,lev,Uruguay,2004-10-11,189,DF,5,comun,false,https://assets.virtuafc.com/players/1177401.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
341263-2526,DELA,Adrián Dela,Levante UD,lev,Spain,1999-02-26,179,DF,5,comun,false,,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
255495-2526,ELGEZABAL,Unai Elgezabal,Levante UD,lev,Spain,1993-04-25,185,DF,4,comun,false,https://assets.virtuafc.com/players/813574.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
618809-2526,SÁNCHEZ,Manu Sánchez,Levante UD,lev,Spain,2000-08-24,171,DF,6,comun,false,https://assets.virtuafc.com/players/984789.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
505493-2526,PAMPÍN,Diego Pampín,Levante UD,lev,Spain,2000-03-15,175,DF,4,comun,false,https://assets.virtuafc.com/players/855837.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
129674-2526,TOLJAN,Jeremy Toljan,Levante UD,lev,Germany,1994-08-08,182,DF,5,comun,false,https://assets.virtuafc.com/players/149606.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
590690-2526,GARCÍA,Víctor García,Levante UD,lev,Spain,1997-09-16,180,DF,4,comun,false,https://assets.virtuafc.com/players/952222.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
707230-2526,RAGHOUBER,Ugo Raghouber,Levante UD,lev,France,2003-07-13,188,MF,5,comun,false,https://assets.virtuafc.com/players/1170694.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
293388-2526,REY,Oriol Rey,Levante UD,lev,Spain,1998-02-25,177,MF,4,comun,false,https://assets.virtuafc.com/players/859769.webp,2,2,,,1,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
526050-2526,ARRIAGA,Kervin Arriaga,Levante UD,lev,Honduras,1998-01-05,191,MF,4,comun,false,https://assets.virtuafc.com/players/1083832.webp,2,2,,,1,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
568835-2526,MARTÍNEZ,Pablo Martínez,Levante UD,lev,Spain,1998-02-22,182,MF,5,comun,false,https://assets.virtuafc.com/players/927066.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
625660-2526,OLASAGASTI,Jon Ander Olasagasti,Levante UD,lev,Spain,2000-08-16,176,MF,4,comun,false,https://assets.virtuafc.com/players/1010383.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
610083-2526,VENCEDOR,Unai Vencedor,Levante UD,lev,Spain,2000-11-15,176,MF,4,comun,false,https://assets.virtuafc.com/players/966802.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
668179-2526,ÁLVAREZ,Carlos Álvarez,Levante UD,lev,Spain,2003-08-06,168,MF,7,frecuente,false,https://assets.virtuafc.com/players/1010656.webp,,,,2,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
557057-2526,BRUGUÉ,Roger Brugué,Levante UD,lev,Spain,1996-11-04,174,FW,5,comun,false,https://assets.virtuafc.com/players/909554.webp,,,,2,2,2,2,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1232057-2526,CORTÉS,Paco Cortés,Levante UD,lev,Spain,2007-08-11,178,FW,4,comun,false,https://assets.virtuafc.com/players/1869106.webp,,,,2,2,2,2,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1063340-2526,TUNDE,Kareem Tunde,Levante UD,lev,Spain,2005-08-19,177,FW,4,comun,false,https://assets.virtuafc.com/players/1649919.webp,,,,2,2,2,2,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
921345-2526,ABED,Tay Abed,Levante UD,lev,Israel,2004-08-03,178,FW,3,comun,false,https://assets.virtuafc.com/players/1160250.webp,,,,2,2,2,1,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
632741-2526,LOSADA,Iker Losada,Levante UD,lev,Spain,2001-08-01,175,FW,4,comun,false,https://assets.virtuafc.com/players/992331.webp,,,,2,2,,1,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1038950-2526,EYONG,Karl Etta Eyong,Levante UD,lev,Cameroon,2003-10-14,181,FW,7,frecuente,true,https://assets.virtuafc.com/players/1393673.webp,,,2,2,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
628886-2526,ROMERO,Iván Romero,Levante UD,lev,Spain,2001-04-10,173,FW,6,comun,false,https://assets.virtuafc.com/players/1014042.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1063338-2526,ESPÍ,Carlos Espí,Levante UD,lev,Spain,2005-07-24,194,FW,5,comun,false,https://assets.virtuafc.com/players/1649918.webp,,,2,2,,1,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
252677-2526,MORALES,José Luis Morales,Levante UD,lev,Spain,1987-07-23,180,FW,4,comun,false,https://assets.virtuafc.com/players/344129.webp,,,2,2,,1,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
562742-2526,ROMÁN,Leo Román,RCD Mallorca,mll,Spain,2000-07-06,189,GK,7,frecuente,false,https://assets.virtuafc.com/players/1131909.webp,,,,,,,,,,,,3,2,
490606-2526,BERGSTRÖM,Lucas Bergström,RCD Mallorca,mll,Finland,2002-09-05,205,GK,5,comun,false,https://assets.virtuafc.com/players/996903.webp,,,,,,,,,,,,2,2,
27493-2526,CUÉLLAR,Iván Cuéllar,RCD Mallorca,mll,Spain,1984-05-27,187,GK,4,comun,false,https://assets.virtuafc.com/players/19013.webp,,,,,,,,,,,,2,2,
277384-2526,VALJENT,Martin Valjent,RCD Mallorca,mll,Slovakia,1995-12-11,187,DF,6,comun,false,https://assets.virtuafc.com/players/300522.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
371371-2526,KUMBULLA,Marash Kumbulla,RCD Mallorca,mll,Albania,2000-02-08,191,DF,5,comun,false,https://assets.virtuafc.com/players/893642.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
278296-2526,RAÍLLO,Antonio Raíllo,RCD Mallorca,mll,Spain,1991-10-08,187,DF,5,comun,false,https://assets.virtuafc.com/players/807116.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
947431-2526,LÓPEZ,David López,RCD Mallorca,mll,Spain,2003-02-03,195,DF,4,comun,false,https://assets.virtuafc.com/players/1513896.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
262939-2526,MOJICA,Johan Mojica,RCD Mallorca,mll,Colombia,1992-08-21,185,DF,5,comun,false,https://assets.virtuafc.com/players/344847.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
320271-2526,LATO,Toni Lato,RCD Mallorca,mll,Spain,1997-11-21,171,DF,4,comun,false,https://assets.virtuafc.com/players/828239.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
251876-2526,MAFFEO,Pablo Maffeo,RCD Mallorca,mll,Argentina,1997-07-12,172,DF,6,comun,false,https://assets.virtuafc.com/players/788216.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
388513-2526,MOREY,Mateu Morey,RCD Mallorca,mll,Spain,2000-03-02,173,DF,4,comun,false,https://assets.virtuafc.com/players/879543.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
657430-2526,COSTA,Samú Costa,RCD Mallorca,mll,Portugal,2000-11-27,185,MF,7,frecuente,false,https://assets.virtuafc.com/players/988351.webp,3,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
142031-2526,MASCARELL,Omar Mascarell,RCD Mallorca,mll,Equatorial Guinea,1993-02-02,181,MF,4,comun,true,https://assets.virtuafc.com/players/255999.webp,2,2,,,1,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
142021-2526,DARDER,Sergi Darder,RCD Mallorca,mll,Spain,1993-12-22,180,MF,6,comun,false,https://assets.virtuafc.com/players/110783.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
513031-2526,SÁNCHEZ,Antonio Sánchez,RCD Mallorca,mll,Spain,1997-04-22,179,MF,5,comun,false,https://assets.virtuafc.com/players/949722.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
335225-2526,MORLANES,Manu Morlanes,RCD Mallorca,mll,Spain,1999-01-12,178,MF,5,comun,false,https://assets.virtuafc.com/players/826004.webp,,2,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
1063574-2526,SALAS,Jan Salas,RCD Mallorca,mll,Spain,2005-08-10,182,MF,3,comun,true,https://assets.virtuafc.com/players/1905699.webp,,1,,,2,,2,2,,1,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
720038-2526,TORRE,Pablo Torre,RCD Mallorca,mll,Spain,2003-04-03,173,MF,6,comun,true,https://assets.virtuafc.com/players/1082981.webp,,,,2,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1301775-2526,VIRGILI,Jan Virgili,RCD Mallorca,mll,Spain,2006-07-26,177,FW,7,frecuente,false,https://assets.virtuafc.com/players/1939173.webp,,,,2,2,3,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
706138-2526,LLABRÉS,Javi Llabrés,RCD Mallorca,mll,Spain,2002-09-11,174,FW,3,comun,false,https://assets.virtuafc.com/players/1162309.webp,,,,2,2,2,1,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
666547-2526,LUVUMBO,Zito Luvumbo,RCD Mallorca,mll,Angola,2002-03-09,171,FW,5,comun,false,https://assets.virtuafc.com/players/1000150.webp,,,,2,2,2,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
245744-2526,ASANO,Takuma Asano,RCD Mallorca,mll,Japan,1994-11-10,173,FW,5,comun,false,https://assets.virtuafc.com/players/309546.webp,,,,2,2,2,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1101641-2526,KALUMBA,Justin Kalumba,RCD Mallorca,mll,France,2004-12-25,171,FW,3,comun,false,https://assets.virtuafc.com/players/1484974.webp,,,,2,2,2,1,,,,1,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
256267-2526,MURIQI,Vedat Muriqi,RCD Mallorca,mll,Kosovo,1994-04-24,194,FW,6,comun,false,https://assets.virtuafc.com/players/310874.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
834742-2526,JOSEPH,Mateo Joseph,RCD Mallorca,mll,Spain,2003-10-19,185,FW,5,comun,false,https://assets.virtuafc.com/players/1170693.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
177452-2526,PRATS,Abdón Prats,RCD Mallorca,mll,Spain,1992-12-07,181,FW,4,comun,false,https://assets.virtuafc.com/players/146852.webp,,,2,2,,1,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
303657-2526,RADU,Ionuț Radu,RC Celta,cel,Romania,1997-05-28,188,GK,7,frecuente,false,https://assets.virtuafc.com/players/815202.webp,,,,,,,,,,,,3,2,
297194-2526,VILLAR,Iván Villar,RC Celta,cel,Spain,1997-07-09,183,GK,5,comun,false,https://assets.virtuafc.com/players/848980.webp,,,,,,,,,,,,2,2,
541621-2526,VIDAL,Marc Vidal,RC Celta,cel,Spain,2000-02-14,185,GK,3,comun,false,https://assets.virtuafc.com/players/905443.webp,,,,,,,,,,,,2,1,
1076815-2526,RODRÍGUEZ,Javi Rodríguez,RC Celta,cel,Spain,2003-06-27,178,DF,7,frecuente,false,https://assets.virtuafc.com/players/1526627.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
258987-2526,STARFELT,Carl Starfelt,RC Celta,cel,Sweden,1995-06-01,187,DF,6,comun,false,https://assets.virtuafc.com/players/360718.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
636093-2526,DOMÍNGUEZ,Carlos Domínguez,RC Celta,cel,Spain,2001-02-11,187,DF,5,comun,false,https://assets.virtuafc.com/players/1069703.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
939374-2526,LAGO,Yoel Lago,RC Celta,cel,Spain,2004-03-25,185,DF,5,comun,false,https://assets.virtuafc.com/players/1145100.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
638124-2526,FERNÁNDEZ,Manu Fernández,RC Celta,cel,Spain,2001-04-23,185,DF,4,comun,false,https://assets.virtuafc.com/players/1630975.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
112515-2526,ALONSO,Marcos Alonso,RC Celta,cel,Spain,1990-12-28,188,DF,5,comun,false,https://assets.virtuafc.com/players/69408.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
